0.002581,0.002581,0.008392
0.002069,0.002069,0.007075
0.001812,0.001812,0.004154
0.002581,0.002581,0.008392
0.002069,0.002069,0.007075
0.001812,0.001812,0.004154
0.002581,0.002581,0.008392
0.002069,0.002069,0.007075
0.001812,0.001812,0.004154
0.002581,0.002581,0.008392
0.002069,0.002069,0.007075
0.001812,0.001812,0.004154
0.002436,0.002436,0.007334
0.002131,0.002131,0.005755
0.002141,0.002141,0.006346
0.002436,0.002436,0.007334
0.002436,0.002436,0.007334
0.002131,0.002131,0.005755
0.002141,0.002141,0.006346
