0.002581,0.002581,0.008392
0.002069,0.002069,0.007075
0.002581,0.002581,0.008392
0.002069,0.002069,0.007075
0.002581,0.002581,0.008392
0.002069,0.002069,0.007075
0.002581,0.002581,0.008392
0.002069,0.002069,0.007075
0.002581,0.002581,0.008392
0.002069,0.002069,0.007075
0.001860,0.001860,0.005475
0.001510,0.001510,0.005278
nan,0.001860,0.005475
nan,0.001510,0.005278
0.001860,0.001860,0.005475
0.001510,0.001510,0.005278
0.001660,0.001860,0.005475
0.012317,0.001510,0.005278
0.001660,0.001860,0.005475
0.012317,0.001510,0.005278
0.001660,0.001860,0.005475
0.012317,0.001510,0.005278
0.001660,0.001860,0.005475
0.012317,0.001510,0.005278
