0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
0.04576824,0.04576824,0.04576824,-1.2366935337795861
